group,数据采集时间,累计里程,安时容量,平均容量
82,2022-01-30 02:48:25,46880.5,137.8846450617284,136.56844266054145
83,2022-01-30 08:31:36,47038.2,140.9499269005848,136.56234723396992
84,2022-01-30 10:39:16,47094.7,129.22652116402116,136.453208866747
85,2022-01-30 15:40:17,47246.1,140.6306790123457,136.29777662356236
86,2022-01-31 10:41:37,47405.5,139.39740143369175,135.96221560360857
87,2022-02-01 14:21:48,47581.2,137.59214743589743,135.73528784768456
88,2022-02-01 22:14:11,47766.5,141.4819651741294,135.84496450223918
89,2022-02-02 12:00:14,47898.1,140.8552009456265,135.84496450223918
90,2022-02-02 20:51:56,48095.2,142.0456989247312,135.8493477528757
91,2022-02-02 23:15:37,48141.1,134.9904761904762,136.04947343719368
92,2022-02-03 10:43:06,48200.4,126.32367149758456,136.04947343719368
93,2022-02-04 14:36:30,48400.2,135.02560763888889,135.93340217780374
94,2022-02-04 23:56:00,48575.8,129.17159498207883,135.97368163543138
95,2022-02-05 06:09:23,48671.0,134.0854938271605,135.7277681488661
96,2022-02-05 15:23:16,48826.4,142.68917624521077,135.65920595554925
97,2022-02-05 20:43:20,48989.2,139.85096153846155,135.49901340491755
98,2022-02-05 23:21:50,49038.8,132.87348090277774,135.49901340491755
99,2022-02-06 08:05:57,49198.3,137.54678362573102,135.6159268030671
100,2022-02-06 15:18:30,49353.3,131.33292483660134,135.6900835860702
101,2022-02-06 23:08:11,49517.9,136.34291187739464,135.75867926508252
102,2022-02-07 09:49:47,49558.8,132.33024691358025,135.71455344126372
103,2022-02-07 15:19:35,49668.1,130.546783625731,135.76679527669523
104,2022-02-08 07:00:39,49798.1,129.29793906810036,135.98490642702174
105,2022-02-08 13:02:01,49939.2,130.84504357298474,135.95538564538404
106,2022-02-12 12:00:40,51783.0,138.93480725623584,134.91561332151147
107,2022-02-12 17:02:46,51882.2,139.59953703703704,135.0693629947141
108,2022-02-12 21:21:47,52038.3,139.84678130511463,135.14797985295164
109,2022-02-13 14:36:12,52076.6,130.53256704980845,135.26538539209213
110,2022-02-14 09:26:01,52182.0,143.91018518518518,135.63419792075857
111,2022-02-14 11:28:01,52239.5,138.15817901234567,135.63419792075857
112,2022-02-14 19:26:18,52424.7,138.62986111111113,136.09035573024298
113,2022-02-14 23:52:09,52526.6,139.50345486111104,135.9152162894529
114,2022-02-15 09:53:21,52682.3,141.50678294573646,135.9152162894529
115,2022-02-15 23:07:58,52839.2,136.00102880658434,135.80040573834015
116,2022-02-16 12:08:28,52997.3,137.40785353535352,135.84802595946456
117,2022-02-16 13:20:09,52997.3,108.68865740740743,135.84802595946456
118,2022-02-16 18:51:05,53150.9,137.1362433862434,135.94978242692284
119,2022-02-17 02:13:26,53344.1,142.45671834625324,135.98592688474596
120,2022-02-17 10:00:48,53445.9,131.21031746031744,136.15068378538635
121,2022-02-17 15:50:08,53534.8,129.92487373737373,136.15068378538635
122,2022-02-18 01:26:01,53773.1,138.3409645909646,135.96111174773827
123,2022-02-18 12:46:55,53929.3,132.37823183760685,135.96111174773827
124,2022-02-18 23:48:38,54199.9,138.02743827160492,136.090971511636
125,2022-02-19 13:30:47,54359.9,135.17666666666668,135.7712003355137
126,2022-02-19 18:20:17,54491.6,138.30833333333334,135.67796784049546
127,2022-02-20 00:55:34,54626.7,139.39828431372547,135.6576113329905
128,2022-02-20 13:22:18,54788.4,140.2457264957265,135.36921029220198
129,2022-02-21 11:56:12,54956.0,141.39612268518516,134.62533370089903
130,2022-02-21 12:43:12,54956.0,121.1607905982906,134.62533370089903
131,2022-02-21 22:14:53,55236.0,137.88813813813815,134.19417825580564
132,2022-02-22 01:09:10,55236.0,130.8424095607235,134.19417825580564
133,2022-02-22 14:31:35,55369.2,137.13377192982455,134.14103559254744
134,2022-02-22 23:00:36,55548.2,138.7989635157546,135.211286561024
135,2022-02-23 23:20:26,55724.6,137.03411616161617,135.3523479687521
136,2022-02-24 14:10:39,55853.2,141.09339080459773,134.9434097305881
137,2022-02-25 01:08:13,56099.6,135.51023391812865,135.05346074407834
138,2022-02-25 17:04:26,56238.2,130.53525641025644,135.04611546260557
139,2022-02-26 01:15:57,56461.1,136.18776276276276,134.81413140295606
140,2022-02-26 12:13:27,56627.6,140.27955246913584,134.62229907715735
141,2022-02-26 15:48:08,56719.7,127.74281609195404,134.52507254950925
142,2022-02-27 01:04:41,56970.9,136.3363997113997,134.4906201685569
143,2022-02-27 13:29:42,57078.8,134.00925925925927,134.3783344872399
144,2022-02-27 23:39:26,57286.1,136.89351851851853,134.23058091578136
145,2022-02-28 00:56:18,57308.2,135.7405838041431,134.05366486931237
146,2022-02-28 14:15:17,57455.4,134.32928571428567,134.4987374964738
147,2022-02-28 15:07:18,57455.4,113.26273148148148,134.4987374964738
148,2022-03-01 00:11:42,57709.6,135.99728260869566,134.58478951802587
149,2022-03-01 01:56:52,57735.9,129.92251461988303,134.58478951802587
150,2022-03-01 14:50:49,57915.9,147.27375730994152,134.64852544626538
151,2022-03-07 16:49:31,58085.2,141.79126984126984,134.52275459567483
152,2022-03-07 22:05:41,58225.0,138.06310272536686,134.59754147966626
153,2022-03-08 00:05:02,58256.2,125.84206349206347,134.59754147966626
154,2022-03-08 15:13:22,58401.1,129.82346491228068,134.45778125585431
155,2022-03-09 01:07:26,58612.9,134.8037211740042,134.4263259307873
156,2022-03-09 13:05:37,58754.5,131.17350427350428,134.55222186452036
157,2022-03-09 23:43:56,58933.5,131.65823412698413,134.55222186452036
158,2022-03-10 12:03:29,59026.9,128.09999999999997,134.7451522489489
159,2022-03-11 01:35:36,59212.0,134.62450980392157,134.39597013589844
160,2022-03-11 15:09:18,59383.2,133.9708333333333,134.77760140167874
161,2022-03-12 00:06:01,59614.9,132.05128205128204,134.68915872662896
162,2022-03-12 01:07:11,59642.9,136.5539617486339,134.68915872662896
163,2022-03-12 12:32:51,59842.6,144.45386904761904,134.6260529268994
164,2022-03-12 16:16:21,59932.1,139.6760752688172,134.6260529268994
165,2022-03-12 23:30:39,60089.8,142.91142857142856,135.1725037851941
166,2022-03-13 00:29:30,60089.8,122.74335748792272,135.1725037851941
167,2022-03-13 12:22:49,60313.2,138.8617621527778,135.35871683731057
168,2022-03-14 00:26:03,60616.6,139.50208333333333,134.73558939898987
169,2022-03-14 17:15:55,60833.5,136.4813034188034,134.63846155625305
170,2022-03-14 21:51:06,60938.3,139.11924119241192,134.79378402863927
171,2022-03-15 01:54:25,61052.4,129.7792929292929,134.88551473607762
172,2022-03-15 14:13:31,61243.1,134.81571815718158,135.07496472951564
173,2022-03-16 01:51:58,61460.4,142.74739583333334,135.21569055229776
174,2022-03-16 17:16:13,61577.3,132.5946502057613,135.5743323223923
175,2022-03-17 01:49:25,61708.3,130.20868055555556,135.26712702594656
176,2022-03-17 07:48:36,61844.3,141.09991039426524,135.46006246553515
177,2022-03-17 12:05:17,61978.1,134.58680555555557,135.50660087591643
178,2022-03-17 15:27:37,62058.8,132.6633597883598,135.46501134456938
179,2022-03-18 00:25:37,62286.0,135.79934640522873,135.5401202005584
180,2022-03-18 13:28:32,62453.5,130.99884259259258,135.15463251560595
181,2022-03-19 13:00:27,62633.9,136.7061111111111,134.93419448998037
182,2022-03-20 01:57:49,62926.5,136.84419515669515,134.7891397223259
183,2022-03-20 14:29:08,63089.8,132.28075396825395,134.16022175230208
184,2022-03-21 01:16:00,63307.7,145.6345238095238,133.99834715893752
185,2022-03-21 01:56:00,63307.7,115.16255144032924,133.99834715893752
186,2022-03-21 14:33:54,63485.5,137.72916666666666,133.9133056305726
187,2022-03-21 22:52:55,63703.6,142.31635802469134,133.82677824736552
188,2022-03-22 00:40:05,63741.7,133.6247276688453,133.82677824736552
189,2022-03-22 13:44:29,63887.6,132.26,133.94620127063988
190,2022-03-23 09:46:16,64033.5,139.576536643026,132.88694138365076
191,2022-03-23 12:49:36,64107.1,125.43655753968252,132.89607548295982
192,2022-03-23 20:36:20,64341.5,140.99137931034485,133.36643716650306
193,2022-03-24 00:43:41,64482.6,134.1341463414634,133.09561794783713
194,2022-03-24 15:23:43,64713.1,135.54371584699453,132.92756105494107
195,2022-03-24 23:22:44,64916.2,136.63970588235293,132.98243499540268
196,2022-03-25 12:17:25,65034.9,129.61148504273504,133.04642184710625
197,2022-03-25 15:34:26,65083.0,129.2097222222222,132.94133497611256
198,2022-03-25 22:42:37,65316.3,131.2979797979798,132.89288219387865
199,2022-03-26 00:56:38,65355.0,137.85622427983537,132.8988921947123
200,2022-03-26 12:47:51,65428.2,122.27704678362572,132.77933755950068
201,2022-03-27 12:06:57,65572.2,125.9180216802168,132.77917023859325
202,2022-03-27 23:38:08,65837.2,138.88086854460096,132.83343613652536
203,2022-03-28 13:31:44,66003.2,127.01041666666664,132.6591871361045
204,2022-03-29 00:16:29,66264.1,138.6372549019608,132.28783650067987
205,2022-03-29 14:37:28,66454.6,133.95746527777774,132.3187995317256
206,2022-03-29 15:07:28,66454.6,107.78055555555557,132.3187995317256
207,2022-03-29 21:54:49,66641.0,144.8159722222222,132.152755976676
208,2022-03-30 01:57:30,66783.3,133.81071937321934,132.152755976676
209,2022-03-31 01:56:01,66977.2,133.65406378600824,132.07004187965012
210,2022-03-31 12:41:10,67119.3,127.2855392156863,131.92860950729175
211,2022-03-31 23:14:38,67390.0,137.5553125,131.80410438295974
212,2022-04-01 12:50:49,67552.6,129.68364197530866,131.65105907490195
213,2022-04-01 16:36:49,67624.1,128.4972222222222,131.77798559819948
214,2022-04-01 22:16:24,67737.7,139.55128205128204,131.76868769434623
215,2022-04-02 16:59:11,67845.0,133.09722222222223,131.7838718200355
216,2022-04-03 00:38:02,68065.1,132.77364864864865,132.10372819323052
217,2022-04-03 02:00:33,68083.7,129.25599747474746,132.31702841781723
218,2022-04-03 17:03:10,68350.2,132.1531986531986,131.71917244369155
219,2022-04-04 01:47:16,68579.1,134.13618326118328,131.85001209015618
220,2022-04-04 14:16:29,68720.6,129.92168209876544,131.6052594794873
221,2022-04-05 00:47:05,68916.0,133.25081699346407,131.7559083619273
222,2022-04-05 13:07:18,69063.0,127.54694444444443,132.481701558278
223,2022-04-06 00:43:26,69326.9,138.4272423025435,132.17956022644967
224,2022-04-06 14:40:31,69521.6,129.74974279835388,132.12029852820928
225,2022-04-07 00:33:28,69723.9,134.3363095238095,132.4727201255155
226,2022-04-07 13:37:47,69834.3,129.15185185185186,132.28199319195645
227,2022-04-08 12:02:43,69928.2,129.70268199233718,132.1062158816883
228,2022-04-08 17:43:28,70058.0,133.14444444444445,132.305187075104
229,2022-04-09 00:16:49,70226.0,131.4804526748971,132.52732962463023
230,2022-04-09 16:53:53,70502.4,137.94509043927647,132.1196836100602
231,2022-04-10 00:47:53,70631.9,128.4255319148936,132.1986022206575
232,2022-04-10 15:55:48,70847.5,124.83668582375478,132.0715257931524
233,2022-04-10 23:23:56,71025.0,130.93560606060606,131.82764602323098
234,2022-04-11 13:52:07,71114.7,124.26268115942028,131.6459498512909
235,2022-04-12 09:21:25,71275.1,143.64730639730638,131.69994933688758
236,2022-04-12 14:33:06,71402.0,131.41597222222222,131.69994933688758
237,2022-04-13 02:44:22,71671.4,137.38289141414143,131.7891803730477
238,2022-04-13 14:46:06,71851.0,131.93547453703704,131.72397537225356
239,2022-04-14 01:03:31,72095.2,138.18570788530465,131.87794806601215
240,2022-04-14 12:01:10,72210.0,131.79277777777776,131.87794806601215
241,2022-04-14 15:30:31,72307.7,126.5601851851852,131.7931769812605
242,2022-04-15 00:50:21,72497.8,135.6527777777778,131.9124837457516
243,2022-04-15 15:23:31,72684.6,135.16149870801033,131.60718339654818
244,2022-04-15 23:50:21,72861.5,132.41312636165574,131.61155342143272
245,2022-04-16 13:50:06,73002.2,128.00599747474746,131.76099401544596
246,2022-04-17 01:36:40,73170.7,128.95991161616163,131.67744574152655
247,2022-04-17 12:52:04,73343.5,131.62500000000003,131.72114092621072
248,2022-04-17 16:51:54,73408.8,124.83680555555554,131.95853592974368
249,2022-04-17 23:32:45,73561.5,128.68529810298105,132.1584284077471
250,2022-04-18 14:48:54,73744.6,131.54166666666669,132.26548676202023
251,2022-04-18 23:13:48,73912.6,129.65629629629632,132.0195858933705
252,2022-04-19 15:20:47,74132.3,133.8183962264151,132.0195858933705
253,2022-04-20 00:30:53,74308.4,136.4710922787194,131.9136108578696
254,2022-04-20 14:56:29,74511.3,134.36892361111111,131.77148896603427
255,2022-04-21 13:08:03,74814.0,133.5108585858586,131.6691531835018
256,2022-04-21 16:12:14,74886.2,128.80357142857142,131.6915628296504
257,2022-04-22 00:05:45,75066.5,130.312091503268,131.52666450957966
258,2022-04-22 12:06:38,75177.6,125.58582621082624,131.6003028793549
259,2022-04-23 00:05:06,75438.8,136.09477124183007,131.66712578244514
260,2022-04-23 14:43:15,75613.3,132.18672839506172,131.93556230282132
261,2022-04-24 12:58:03,75795.2,132.98830128205128,132.12611330407634
262,2022-04-24 22:06:17,76051.5,136.7324879227053,131.99621946627303
263,2022-04-24 23:55:28,76082.7,132.26976495726495,132.11446665781918
264,2022-04-25 06:16:48,76181.0,127.3630952380952,132.13613793593566
265,2022-04-25 13:27:49,76386.9,135.66666666666666,132.18993257879276
266,2022-04-26 00:33:08,76697.6,134.3096153846154,132.25348191701502
267,2022-04-26 11:58:39,76905.0,132.81770833333331,132.3945296299444
268,2022-04-26 15:46:19,76989.7,126.76772030651344,132.38709226869963
269,2022-04-26 23:28:18,77176.6,130.130291005291,132.18940403770546
270,2022-04-27 09:12:37,77333.6,132.3190329218107,132.14357257032225
271,2022-04-27 14:35:38,77434.0,130.8707264957265,132.17926252957542
272,2022-04-28 00:33:02,77633.7,133.73581560283688,132.23758237440646
273,2022-04-28 13:32:27,77816.3,137.91218637992833,132.431300078308
274,2022-04-28 23:54:21,78023.5,135.79065656565655,132.30497348646242
275,2022-04-29 13:39:17,78239.4,134.48589065255732,132.35096724158262
276,2022-04-29 18:50:08,78329.3,125.21203703703704,132.21032016181053
277,2022-04-29 23:36:59,78470.9,127.48284722222223,132.21032016181053
278,2022-04-30 04:06:10,78634.8,132.7429337231969,132.14512054362743
279,2022-04-30 23:15:17,78886.7,133.1017113095238,132.45924715212524
280,2022-05-01 12:19:13,79110.0,133.0641414141414,132.40950411498994
281,2022-05-01 21:30:56,79345.1,140.42042824074073,132.41615291398793
282,2022-05-02 02:29:43,79439.7,132.17884615384617,132.4018116490113
283,2022-05-02 16:05:39,79542.8,128.63596491228068,132.76089871376647
284,2022-05-03 06:01:48,79732.3,132.18174603174603,132.63233751897974
285,2022-05-03 12:16:24,79870.0,129.83858024691358,132.5294269121241
286,2022-05-03 16:36:20,80059.8,132.00336700336698,132.7303345712753
287,2022-05-03 20:55:01,80150.5,130.24377394636014,132.90992163944335
288,2022-05-04 02:56:50,80252.1,133.39116575591984,133.01424816309284
289,2022-05-05 10:25:19,80569.0,134.98067632850243,132.8159758367313
290,2022-05-05 14:55:20,80662.9,130.89083820662768,133.02472860976619
291,2022-05-05 23:44:35,80804.8,128.7688888888889,133.02071549054838
292,2022-05-06 14:57:34,81040.9,134.9011437908497,133.81981175645714
293,2022-05-06 23:10:15,81269.1,136.47276688453158,133.84321784859907
294,2022-05-07 12:27:14,81428.9,134.2241185897436,134.18899686159318
295,2022-05-08 11:46:24,81713.2,134.50243055555555,134.47359049294212
296,2022-05-08 23:04:28,81953.5,136.82215811965813,134.42474651121378
297,2022-05-09 09:32:49,82103.0,131.3874521072797,134.58203770929444
298,2022-05-09 15:41:20,82175.1,127.77546296296296,134.58203770929444
299,2022-05-09 23:09:52,82318.0,129.33462532299745,134.80087148354488
300,2022-05-10 12:32:40,82493.2,136.69704861111111,134.7807715002388
301,2022-05-10 20:03:51,82635.7,138.94384057971016,134.79648674053328
302,2022-05-11 00:18:32,82750.9,136.0397173489279,134.94824383367236
303,2022-05-11 12:45:47,82921.3,134.93869731800768,135.0019361811811
304,2022-05-11 20:03:18,83106.4,139.0785590277778,134.92836228948036
305,2022-05-12 00:15:50,83182.0,134.36549707602342,135.0675872578546
306,2022-05-12 10:54:20,83358.9,141.26709656084654,134.7335974665434
307,2022-05-12 17:01:51,83528.8,135.40067567567564,134.51277856059403
308,2022-05-13 00:03:59,83690.4,133.44511648745518,134.49983305291886
309,2022-05-13 11:43:22,83863.8,143.4750816993464,134.31665646129457
310,2022-05-13 22:53:21,84082.3,141.60195035460995,134.14918337253582
311,2022-05-14 15:53:44,84266.9,135.51240079365078,133.70494069516872
312,2022-05-14 23:27:09,84450.4,135.62155414908577,133.62603803894638
313,2022-05-15 06:04:05,84501.9,133.35470085470084,133.52615928642416
314,2022-05-15 14:15:06,84700.1,138.74675925925925,133.8485578453691
315,2022-05-15 22:53:58,84883.8,135.90088383838386,133.95235742464988
316,2022-05-16 00:55:38,84911.0,128.11546840958604,133.95235742464988
317,2022-05-16 09:57:16,85124.5,132.49053945249597,133.66170814692703
318,2022-05-16 18:52:07,85438.4,134.46574074074073,133.17943556862315
319,2022-05-16 23:44:28,85570.0,133.30965501792113,133.18661163597537
320,2022-05-17 12:30:23,85729.9,126.5295138888889,132.95852025430278
321,2022-05-17 16:23:23,85855.3,127.2872685185185,133.10708721042133
322,2022-05-17 22:47:44,86018.0,127.88821138211382,132.85208691822052
323,2022-05-18 14:46:16,86217.4,130.9774691358025,132.7037712046066
324,2022-05-18 23:43:07,86436.9,134.65104166666666,132.24553659131684
325,2022-05-19 11:38:22,86572.5,128.69806763285024,132.31906276009605
326,2022-05-19 13:56:42,86627.8,129.15686274509807,132.02897252276748
327,2022-05-19 15:30:02,86675.1,125.2789855072464,132.02897252276748
328,2022-05-19 23:01:34,86848.3,131.1011530398323,131.81682650425932
329,2022-05-20 14:15:06,87094.9,135.63111111111112,131.93501817130107
330,2022-05-20 23:27:37,87298.3,132.5524122807017,131.73190069444922
331,2022-05-21 12:46:59,87490.0,133.90410052910056,131.65892906868032
332,2022-05-21 13:07:19,87490.0,127.44452861952864,131.65892906868032
333,2022-05-22 08:38:05,87756.6,138.39707977207976,131.84633232638907
334,2022-05-22 11:07:16,87790.9,128.14451058201058,131.84633232638907
335,2022-05-22 14:51:46,87850.1,127.94794238683129,131.84633232638907
336,2022-05-22 21:58:28,88056.1,133.41624579124576,131.75275808084723
337,2022-05-23 10:50:31,88241.1,136.5059640522876,131.87496965601005
338,2022-05-23 13:13:02,88346.2,134.3137860082305,132.0061836702604
339,2022-05-23 23:08:55,88569.5,134.13406432748536,132.14265425183743
340,2022-05-24 10:51:17,88712.1,129.965625,132.11659019196884
341,2022-05-24 15:26:48,88825.1,128.81157407407412,131.90090859068556
342,2022-05-24 23:16:29,89026.7,134.6719001610306,131.81219462049262
343,2022-05-25 12:50:11,89195.9,130.83746246246247,132.26381603341807
344,2022-05-25 15:26:41,89340.0,129.70309224318655,132.28160726263923
345,2022-05-26 08:54:39,89551.8,140.94156184486374,132.39797609294232
346,2022-05-26 23:32:40,89771.4,132.247,132.26350551349188
347,2022-05-27 12:21:26,89943.2,130.02233115468408,132.33288429235998
348,2022-05-27 16:10:17,90111.7,136.26507936507934,132.44726841084588
349,2022-05-27 23:07:48,90249.9,133.88129340277777,132.65250633482663
350,2022-05-28 10:41:22,90551.7,131.47136488340195,132.7894617191861
351,2022-05-28 20:51:43,90794.2,134.72395833333331,132.73163713689254
352,2022-05-28 23:36:43,90843.0,133.22482943469788,132.73163713689254
353,2022-05-29 08:29:51,90934.0,127.39988425925924,132.73667356504404
354,2022-05-29 16:07:02,91200.2,131.30860433604337,132.69998582162447
355,2022-05-30 03:06:30,91279.5,124.07565789473684,132.8012584446476
356,2022-05-30 11:58:51,91550.1,132.60654761904763,132.99453034175707
357,2022-05-30 22:55:57,91772.4,132.7975529100529,132.9306401668234
358,2022-05-31 12:27:41,91917.2,133.2116111111111,132.98066039158763
359,2022-05-31 14:25:12,91957.4,133.77858293075684,132.98066039158763
360,2022-05-31 23:14:21,92190.9,131.46252314814816,132.60028542576865
361,2022-06-01 09:43:05,92436.9,134.703154425612,132.59502109670908
362,2022-06-01 17:52:26,92684.7,138.6044061302682,132.35312400421904
363,2022-06-01 23:36:27,92860.6,133.01927083333334,132.29061625372304
364,2022-06-02 12:30:29,93102.7,132.9425064599483,132.3349249559947
365,2022-06-02 19:18:07,93256.9,135.36061507936512,132.25653843854042
366,2022-06-03 06:52:19,93382.7,134.45480599647266,132.12928988702373
367,2022-06-03 13:40:38,93566.1,133.10680751173706,132.31284202416876
368,2022-06-04 11:56:25,93848.9,135.707285115304,131.90985708708016
369,2022-06-04 21:59:56,94071.7,132.42593599033816,131.75596546870437
370,2022-06-04 22:40:47,94071.7,133.72470238095238,131.75596546870437
371,2022-06-05 14:47:23,94210.1,128.88695987654322,131.70097307994607
372,2022-06-05 22:02:24,94340.2,131.10365853658536,131.66315998235618
373,2022-06-06 06:10:05,94487.0,130.29106280193233,131.67740169416948
374,2022-06-06 14:10:47,94694.3,133.5099902534113,131.68507592795595
375,2022-06-06 22:14:18,94898.3,131.18462962962963,131.64086432518278
376,2022-06-07 12:18:36,95037.7,126.91927083333331,131.57387745723227
377,2022-06-07 21:18:37,95282.6,132.1310763888889,131.2472444307842
378,2022-06-08 11:34:17,95435.4,132.71200854700854,131.18817688403257
379,2022-06-08 23:41:49,95679.5,130.06171594982078,131.08830588355764
380,2022-06-09 13:01:16,95944.5,132.35579196217492,130.77459147282732
381,2022-06-09 21:00:06,96130.5,139.2987472766885,130.4410742009464
382,2022-06-09 21:40:36,96130.5,111.2751322751323,130.4410742009464
383,2022-06-10 00:45:27,96192.1,125.83964646464646,130.4410742009464
384,2022-06-10 09:09:43,96403.4,128.29758230452677,130.19288136543955
385,2022-06-10 16:53:33,96610.0,131.06185897435896,130.09699291537223
386,2022-06-10 21:58:54,96704.6,130.8003003003003,130.19494498582975
387,2022-06-11 15:34:52,96952.0,137.12462462462463,130.03909888960862
