Pred,group,累计里程_Pred,数据采集时间,累计里程,安时容量,平均容量,平均容量_pred
125.38240051269531,100.0,327557.09375,2022-02-14 14:46:00,327557.1,124.38262527233115,125.60148841233496,126.11372536107113
125.44025421142578,101.0,327716.8125,2022-02-14 19:23:30,327716.8,124.16037735849058,125.5316905279803,126.17673552663703
125.63613891601562,102.0,327864.8125,2022-02-15 13:16:22,327864.8,124.9783950617284,125.45195835965296,126.15024738311767
126.94142150878906,103.0,328092.0,2022-02-16 07:16:59,328092.0,126.25391737891736,125.19023963331522,126.18383378248949
124.81048583984375,104.0,328155.40625,,,,,126.24405155181884
126.64747619628906,105.0,328373.90625,2022-02-16 22:52:27,328373.9,127.08432539682538,125.05828933288646,126.20792741041917
125.9208984375,106.0,328512.0,2022-02-17 03:17:40,328512.0,125.50287940379408,125.18897635603288,126.22777124353357
125.98440551757812,107.0,328691.6875,2022-02-17 14:55:35,328691.7,129.11292270531402,125.2798517566739,126.24488995526288
129.14085388183594,108.0,328867.8125,,,,,126.27264404296875
126.17923736572266,109.0,328898.40625,2022-02-18 03:21:07,328898.4,121.81259645061728,125.42728780656074,126.27264404296875
125.28395080566406,110.0,329047.0,,,,,126.27264404296875
125.81656646728516,111.0,329240.6875,2022-02-19 10:32:56,329240.7,122.86585794655414,125.58343487437872,126.28087214419716
126.57235717773438,112.0,329394.40625,2022-02-19 18:22:33,329394.4,124.89425925925924,125.58343487437872,126.28138320510452
128.72821044921875,113.0,329593.40625,,,,,126.22602221840306
125.2802734375,114.0,329593.40625,2022-02-20 02:08:25,329593.4,126.1962962962963,125.3442182696783,126.22602221840306
127.43775939941406,115.0,329593.6875,2022-02-20 09:37:06,329593.7,124.01587301587304,125.3442182696783,126.22602221840306
126.5119400024414,116.0,329739.90625,2022-02-20 14:52:47,329739.9,127.7144097222222,125.3442182696783,126.22602221840306
125.75396728515625,117.0,329760.90625,2022-02-20 17:13:27,329760.9,130.03968253968256,125.30533539166068,126.2060544918745
127.71566772460938,118.0,329949.1875,,,,,126.21851658176732
124.29533386230469,119.0,329962.09375,2022-02-21 07:20:33,329962.1,122.14217836257308,125.2089507063892,126.21851658176732
128.7024688720703,120.0,330136.1875,,,,,126.21082862647805
127.2701644897461,121.0,330290.09375,,,,,126.2322334713406
124.0237808227539,122.0,330290.3125,2022-02-22 07:08:47,330290.3,123.29918981481484,125.28707148897074,126.2322334713406
127.14593505859375,123.0,330474.59375,,,,,126.19710829451277
123.82441711425781,124.0,330474.59375,2022-02-22 15:07:08,330474.6,120.83251633986929,125.36737534716411,126.19710829451277
128.59254455566406,125.0,330651.3125,,,,,126.17643292744954
126.36898803710938,126.0,330673.6875,2022-02-23 11:07:41,330673.7,121.30193236714976,125.33043609584108,126.21545998709543
126.55033874511719,127.0,330869.5,2022-02-23 17:30:32,330869.5,129.73641304347825,125.27648388498234,126.16971278834987
126.14651489257812,128.0,331053.40625,2022-02-24 01:04:00,331053.4,126.3814236111111,125.188038796693,126.13533804151747
126.47938537597656,129.0,331215.0,2022-02-24 11:05:00,331215.0,128.93778935185185,125.21026448233924,126.12126435173883
126.81642150878906,130.0,331579.5,,,,,126.01299460274832
124.3875732421875,131.0,331579.5,,,,,126.01299460274832
125.87786865234375,132.0,331730.3125,2022-02-25 03:25:10,331730.3,125.78854166666667,125.3893634947178,126.01299460274832
125.4361343383789,133.0,331911.6875,2022-02-25 17:05:39,331911.7,123.9507297551789,125.64310063935822,125.97534067490521
125.6702880859375,134.0,332061.59375,2022-02-26 15:56:56,332061.6,120.75729166666665,125.64310063935822,125.97419336107042
125.44728088378906,135.0,332244.8125,2022-02-26 23:01:00,332244.8,124.2554976851852,125.60673328433128,125.78751438685826
125.86540985107422,136.0,332438.0,2022-02-27 02:46:41,332438.0,129.03479689366787,125.39564046264788,125.78850106632008
125.09794616699219,137.0,332610.8125,,,,,125.74676693187041
125.68757629394531,138.0,332847.90625,2022-02-28 00:13:24,332847.9,126.18494572158365,125.30885264958376,125.62519512754498
124.88116455078125,139.0,332962.8125,2022-02-28 08:50:01,332962.8,126.08811728395062,125.30885264958376,125.62519512754498
125.45223236083984,140.0,333184.5,2022-02-28 16:02:59,333184.5,123.98163082437276,125.6952265920054,125.4947022468813
125.28604125976562,141.0,333282.5,,,,,125.48760318756104
125.16117095947266,142.0,333435.59375,,,,,125.4533213953818
125.47775268554688,143.0,333679.3125,2022-03-02 03:14:38,333679.3,129.6241134751773,125.38561511197804,125.4116597031102
125.59282684326172,144.0,333919.6875,2022-03-02 17:38:55,333919.7,124.39046121593292,125.3335112317538,125.40908992991729
125.10050964355469,145.0,333990.5,2022-03-02 19:49:15,333990.5,126.93077601410934,125.3335112317538,125.40908992991729
125.09569549560547,146.0,334233.59375,2022-03-03 03:34:31,334233.6,128.20670803782502,125.29646735913394,125.36727720318419
125.31674194335938,148.0,334506.8125,,,,,125.37058011223289
126.59263610839844,147.0,334506.8125,,,,,125.37058011223289
125.14443969726562,149.0,334596.8125,2022-03-03 23:31:37,334596.8,125.47849462365592,125.36333922671832,125.36149805242366
125.0576171875,150.0,334703.40625,2022-03-04 03:25:53,334703.4,126.00490196078432,125.38351774758416,125.3640531652114
125.2481689453125,151.0,334741.1875,,,,,125.36811174665179
125.5133056640625,152.0,334979.3125,2022-03-04 21:10:31,334979.3,126.02156432748538,125.18071889655566,125.3506430423621
125.0787353515625,153.0,335045.0,2022-03-05 07:48:12,335045.0,123.29897660818716,125.16350675149582,125.43963644845145
125.15689849853516,154.0,335139.3125,2022-03-05 09:59:32,335139.3,124.24614197530862,125.16350675149582,125.44968616261201
125.08087921142578,155.0,335260.5,2022-03-05 16:34:37,335260.5,120.66984649122809,125.17140688059612,125.43997955322266
125.74154663085938,156.0,335515.5,2022-03-05 23:08:07,335515.5,125.86055555555556,124.93439072621815,125.4339614868164
124.89466857910156,157.0,335581.09375,2022-03-06 01:53:37,335581.1,125.16049382716052,124.93439072621815,125.4339614868164
125.26753234863281,158.0,335712.40625,2022-03-06 05:36:58,335712.4,124.93373842592592,124.97250112229196,125.43342410816865
124.76325988769531,160.0,335953.5,,,,,125.39562310112848
125.6162109375,159.0,335953.5,,,,,125.39562310112848
125.2988510131836,161.0,335953.5,2022-03-06 19:02:09,335953.5,124.06303418803418,124.93631032275457,125.39562310112848
125.58483123779297,162.0,336253.0,2022-03-07 03:20:52,336253.0,125.64477124183006,124.76608227188638,125.38744629753961
126.21884155273438,163.0,336344.5,2022-03-08 12:16:31,336344.5,127.42814009661836,124.76608227188638,125.38744629753961
125.54310607910156,164.0,336601.3125,2022-03-08 19:32:32,336601.3,128.0351654846336,124.73425349750087,125.38726637098524
124.74984741210938,165.0,336725.8125,2022-03-09 00:07:03,336725.8,122.1607905982906,124.73425349750087,125.38726637098524
125.90896606445312,166.0,336872.0,2022-03-09 03:11:13,336872.0,123.69272660818712,124.75814396135146,125.41277080112033
125.00674438476562,167.0,336934.09375,2022-03-09 12:47:56,336934.1,122.68709150326796,124.76689496533668,125.40730388744457
125.44837188720703,168.0,337158.90625,2022-03-09 19:13:13,337158.9,125.88798076923078,124.73153074034047,125.3845428466797
125.506103515625,169.0,337220.6875,2022-03-10 00:21:28,337220.7,122.83680555555556,124.68605319675318,125.3941583072438
128.6324005126953,170.0,337485.3125,,,,,125.46205677705653
125.18365478515625,171.0,337541.1875,2022-03-10 19:09:31,337541.2,124.73320312499996,124.60098341325764,125.46205677705653
125.10995483398438,172.0,337750.09375,2022-03-11 14:16:56,337750.1,125.37681023720349,124.61514491534123,125.48784683689927
125.05075073242188,173.0,337774.8125,,,,,125.50056457519531
125.30735778808594,174.0,337958.6875,2022-03-12 07:04:23,337958.7,120.9392361111111,124.93143549081375,125.48876120827414
124.86862182617188,175.0,338228.0,2022-03-12 17:33:22,338228.0,127.26466916354558,124.81563075746952,125.49255715647051
124.73041534423828,176.0,338337.0,2022-03-12 22:08:22,338337.0,123.11519607843138,124.81563075746952,125.49255715647051
125.11897277832031,177.0,338445.5,2022-03-13 01:23:12,338445.5,122.33055555555558,124.90246262292295,125.49744461521958
125.23521423339844,178.0,338445.6875,2022-03-13 08:03:23,338445.7,126.13005050505048,124.90246262292295,125.49744461521958
125.18338775634766,179.0,338689.90625,2022-03-13 14:13:54,338689.9,124.68749999999996,124.9921255708191,125.5404072423135
124.9735107421875,180.0,338956.8125,2022-03-14 00:26:54,338956.8,125.66394927536231,124.91835543551387,125.49522646011845
125.71334838867188,181.0,339020.5,,,,,125.49522646011845
126.01385498046875,182.0,339308.5,2022-03-15 20:16:44,339308.5,128.87564102564102,124.81367080227398,125.11270879930065
125.21049499511719,183.0,339409.59375,2022-03-15 23:18:14,339409.6,125.01192307692308,124.85850857003749,125.08616689046224
125.44257354736328,184.0,339456.09375,2022-03-16 13:41:48,339456.1,124.45293209876544,124.87603194225554,125.11768213907878
127.42127990722656,185.0,339739.6875,,,,,125.12553510994746
125.64874267578125,186.0,339955.1875,2022-03-17 03:13:02,339955.2,123.6396103896104,124.93799887744602,125.15762583414714
125.62464904785156,187.0,340159.09375,2022-03-18 16:03:16,340159.1,123.32649572649574,124.8061733165486,125.05486679077148
125.11105346679688,188.0,340431.40625,2022-03-19 01:02:37,340431.4,129.2096920289855,124.88996364786368,125.09831822713217
125.04389953613281,189.0,340667.6875,2022-03-19 17:49:22,340667.7,123.19679849340864,125.1298763471338,125.12148971557617
125.4813003540039,190.0,340857.0,2022-03-20 00:28:05,340857.0,127.07325925925926,125.03368957672824,125.16692957384834
125.66510009765625,191.0,340857.09375,,,,,125.16692957384834
126.01527404785156,192.0,341131.5,2022-03-20 23:33:40,341131.5,126.39427083333337,125.20484288060028,125.23441467285156
125.15157318115234,193.0,341263.3125,2022-03-21 03:55:07,341263.3,127.21217948717953,125.187999626632,125.22718073527018
125.25149536132812,194.0,341432.6875,2022-03-21 16:53:24,341432.7,123.94270833333331,125.187999626632,124.80405672134891
113.36888122558594,195.0,341591.59375,2022-03-22 00:05:39,341591.6,126.22285353535352,125.03257642928008,124.78403345743816
125.06602478027344,196.0,341741.6875,2022-03-22 16:57:45,341741.7,121.25130208333331,125.03257642928008,124.78403345743816
125.95220184326172,197.0,341950.0,2022-03-23 02:37:26,341950.0,123.12517580872012,124.92849129474509,124.74341977875808
126.06452941894531,198.0,342114.40625,2022-03-23 17:37:46,342114.4,123.01572327044026,125.07726426551278,124.75381338185278
126.0882568359375,199.0,342294.09375,2022-03-24 02:43:22,342294.1,127.25823643410853,125.07726426551278,124.71366066768252
125.62140655517578,200.0,342473.5,2022-03-25 19:38:14,342473.5,121.43756410256412,125.09645964967824,124.70685475667318
125.11187744140625,201.0,342473.6875,,,,,124.70685475667318
125.21865844726562,202.0,342701.3125,2022-03-26 19:01:09,342701.3,127.75973818646231,125.118270621652,124.70347671508789
126.24559020996094,203.0,342885.40625,2022-03-28 14:41:43,342885.4,124.60179398148148,125.18233234154052,124.74841136317099
126.00250244140625,204.0,343154.90625,2022-03-29 02:04:42,343154.9,127.17696629213484,125.04198682252652,124.76546822824785
125.79530334472656,205.0,343338.8125,2022-03-29 20:54:50,343338.8,122.8453196347032,125.02482551060965,124.79412317276001
127.96456909179688,206.0,343478.5,,,,,124.80120406612274
127.56529235839844,207.0,343478.5,2022-03-30 03:54:59,343478.5,129.40740740740742,124.94603959720006,124.80120406612274
122.01580810546875,208.0,343478.5,2022-03-30 05:02:49,343478.5,123.33203124999996,124.94603959720006,124.80120406612274
124.96636962890625,209.0,343673.1875,2022-03-30 14:41:58,343673.2,124.26641865079364,124.88811034775472,124.86043643951416
112.11033630371094,210.0,343904.90625,,,,,124.8632824420929
125.2821044921875,211.0,344050.90625,2022-03-31 14:42:50,344050.9,121.77836934156376,124.89513698083424,124.85977005958557
125.26251983642578,212.0,344287.59375,2022-04-01 01:31:36,344287.6,126.35694444444444,125.04369089926098,125.24109996448864
125.74398803710938,213.0,344514.40625,2022-04-01 15:32:22,344514.4,128.0234833971903,125.1424883735953,125.2061996459961
126.25685119628906,214.0,344776.8125,,,,,125.18507547089548
124.70340728759766,215.0,344821.6875,2022-04-02 11:41:44,344821.7,123.12731481481482,125.07557286050664,125.15685105323792
125.45481872558594,216.0,344821.6875,2022-04-02 11:59:44,344821.7,126.06944444444446,125.07557286050664,125.15685105323792
125.52330780029297,217.0,345008.09375,2022-04-02 17:50:17,345008.1,123.8717700258398,125.2910155914204,125.13981111588016
126.09645080566406,218.0,345226.59375,2022-04-03 01:52:19,345226.6,126.78387533875345,125.2193883392029,125.14969396591187
125.63981628417969,219.0,345426.40625,2022-04-03 16:06:19,345426.4,125.5607085346216,125.14230947476902,125.11682462692261
125.67028045654297,220.0,345673.3125,2022-04-04 01:59:27,345673.3,125.26339285714286,125.14673571603576,125.10253810882568
125.05604553222656,221.0,345673.5,2022-04-04 09:50:19,345673.5,122.51203703703705,125.14673571603576,125.10253810882568
126.57178497314453,222.0,345872.09375,,,,,125.08586359024048
127.55645751953125,223.0,346011.6875,,,,,125.09215698242187
125.15545654296875,224.0,346011.6875,,,,,125.09215698242187
125.24264526367188,225.0,346223.8125,2022-04-07 00:16:43,346223.8,126.43541666666664,124.89654231164292,125.09176076253256
125.13909912109375,226.0,346412.6875,,,,,125.54056447347006
125.85748291015625,227.0,346613.6875,2022-04-08 03:32:33,346613.7,123.95148669796556,124.99318559827822,125.51025316792149
125.19709014892578,228.0,346655.40625,,,,,125.50601434707642
124.82398986816406,229.0,346785.3125,2022-04-08 14:39:50,346785.3,127.08796296296296,124.92633990205368,125.50601434707642
124.80049133300781,230.0,346926.90625,2022-04-08 18:32:11,346926.9,125.49631519274377,124.87368031024356,125.51153826713562
125.367431640625,231.0,347121.6875,2022-04-09 01:30:52,347121.7,123.59241452991454,124.73673234994148,125.50403988745904
125.0481948852539,232.0,347378.09375,2022-04-09 16:29:38,347378.1,126.39274691358024,124.74990879949505,125.4943505648909
125.26832580566406,233.0,347619.40625,2022-04-10 00:57:46,347619.4,126.11231138545952,124.74202304560976,125.4891367594401
125.4063949584961,234.0,347619.59375,,,,,125.4891367594401
125.19377136230469,235.0,347796.40625,2022-04-10 14:51:48,347796.4,122.8289800995025,124.5658915961908,125.46508585611979
125.54533386230469,236.0,348073.09375,2022-04-11 01:32:24,348073.1,127.27876984126983,124.56946820549864,125.47062632242839
125.26171875,237.0,348229.0,2022-04-11 12:42:05,348229.0,122.015873015873,124.59676768897816,125.49047562171673
127.562744140625,238.0,348467.6875,,,,,125.44499871038622
124.95448303222656,239.0,348642.1875,2022-04-12 16:13:03,348642.2,122.28777100271004,124.79593954393783,125.41712434830204
125.57444763183594,240.0,348783.6875,2022-04-13 10:51:53,348783.7,124.43858506944444,124.72762799715748,125.42294031778971
124.79182434082031,241.0,348975.1875,2022-04-13 17:25:44,348975.2,121.72086056644882,124.76686517117798,125.45615259806316
125.09119415283203,242.0,349001.59375,2022-04-13 19:59:24,349001.6,127.63480392156862,124.76686517117798,125.45615259806316
125.3746109008789,243.0,349139.59375,2022-04-14 02:50:00,349139.6,123.38888888888889,124.87463083936846,125.46424496558404
125.43928527832031,244.0,349373.1875,2022-04-14 17:30:01,349373.2,125.09311424100156,124.67478397327162,125.48843129475911
125.12600708007812,245.0,349658.1875,,,,,125.50437774658204
125.3932876586914,246.0,349879.40625,2022-04-15 16:15:08,349879.4,124.25947971781304,124.67770639427027,125.51300277709962
125.46795654296875,247.0,350043.6875,2022-04-16 02:26:53,350043.7,124.18871252204583,124.67770639427027,125.51300277709962
125.37492370605469,248.0,350233.1875,2022-04-16 15:16:41,350233.2,122.90898345153664,124.6203221946227,125.5033627214103
125.8060302734375,249.0,350388.1875,2022-04-17 10:49:33,350388.2,125.63939393939393,124.82284354619816,125.54086908800849
125.83132934570312,250.0,350578.90625,2022-04-17 16:28:24,350578.9,123.77925084175084,124.9850765909312,125.56154053786705
125.31059265136719,251.0,350736.90625,2022-04-18 00:06:26,350736.9,131.01583333333332,125.2859727521653,125.59645055955455
124.98637390136719,252.0,350736.90625,2022-04-18 08:45:20,350736.9,122.14542483660134,125.2859727521653,125.59645055955455
125.84598541259766,253.0,350951.59375,2022-04-18 15:45:36,350951.6,124.29349279835388,125.27069128913938,125.58624768257141
127.15538024902344,254.0,351131.90625,,,,,125.56725080085523
124.69242858886719,255.0,351131.90625,2022-04-18 21:42:38,351131.9,125.91161616161617,125.47113559996905,125.56725080085523
126.13546752929688,256.0,351304.5,2022-04-19 14:18:20,351304.5,125.70855734767024,125.50414088497551,125.56726455688477
125.68009948730469,257.0,351542.90625,2022-04-19 21:01:51,351542.9,127.1986780455154,125.56534893245453,125.65986904021233
125.8843994140625,258.0,351602.6875,2022-04-20 01:28:39,351602.7,124.32158119658123,125.44065227745944,125.64768600463867
125.28242492675781,259.0,351770.59375,2022-04-20 15:24:48,351770.6,121.89194444444443,125.51664351407317,125.6485984325409
125.67701721191406,260.0,351941.59375,2022-04-20 22:43:20,351941.6,124.16252072968491,125.4519526602292,125.64612078666687
124.96929931640625,261.0,352140.09375,2022-04-21 17:27:08,352140.1,122.239797008547,125.4519526602292,125.64432017008464
125.30694580078125,262.0,352366.5,2022-04-22 01:18:11,352366.5,129.15514184397165,125.47465269502251,125.65816475363339
124.88215637207031,263.0,352584.3125,,,,,125.66793661406545
126.28145599365234,264.0,352796.59375,2022-04-23 14:12:31,352796.6,127.8920138888889,125.54697630996095,125.67696133781882
