group,数据采集时间,累计里程,安时容量,平均容量
166,2022-04-04 01:02:46,157590.7,124.43632478632478,123.68824437416656
167,2022-04-04 16:32:32,157712.7,122.23295454545456,123.65394268640087
168,2022-04-05 00:49:54,157924.4,124.94865319865318,123.58643761610979
169,2022-04-06 01:44:13,158301.4,126.01508916323732,123.46002290077462
170,2022-04-06 15:34:52,158380.7,125.31746031746032,123.48438185564558
171,2022-04-07 00:42:34,158552.7,122.72222222222224,123.49873031187623
172,2022-04-08 00:37:40,158859.6,124.3879472693032,123.43748607504267
173,2022-04-08 16:38:41,159010.2,121.31410256410255,123.56148261622673
174,2022-04-09 01:03:03,159206.3,123.89027777777775,123.56729986649596
176,2022-04-10 00:54:19,159540.6,122.44868173258004,123.69969698540122
177,2022-04-25 17:37:55,159684.0,123.19187242798355,123.83235586998128
178,2022-04-26 00:42:26,159857.4,123.92136437908496,123.74185419373607
179,2022-04-27 00:22:57,160132.8,122.89930555555554,123.84922913089042
182,2022-04-29 02:22:38,160755.5,123.52095959595958,123.86755423311877
184,2022-04-30 00:28:54,161043.8,123.8000478927203,123.73080976221111
185,2022-04-30 16:53:03,161243.9,121.80356606606608,123.79013844103399
186,2022-05-01 01:03:08,161448.6,125.1480855855856,123.78781884942124
187,2022-05-02 01:01:09,161751.6,125.0825163398693,124.05371376550585
188,2022-05-03 00:29:02,162153.9,126.3528746770026,124.06185171277515
189,2022-05-03 16:10:21,162305.2,121.40277777777774,124.20976792015317
190,2022-05-04 02:12:43,162629.9,126.58382352941176,124.06253510079824
191,2022-05-05 01:09:35,163010.4,123.68055555555554,124.10470813320566
192,2022-05-06 01:08:02,163388.0,125.00359477124184,124.22840739309176
194,2022-05-07 01:05:06,163782.5,124.34851421188633,124.36600165463136
195,2022-05-08 00:23:07,164088.5,125.67088014981276,124.31957088282695
198,2022-05-09 16:07:32,164522.5,122.57888888888888,124.38017163828063
199,2022-05-10 01:04:34,164728.7,125.55853174603176,124.19209873134281
201,2022-05-11 01:01:19,165041.7,121.5656392694064,124.39538968314018
202,2022-05-12 01:07:50,165377.4,123.57407407407408,124.3150464511062
203,2022-05-13 00:31:48,165710.2,125.50014775413712,124.30134722141429
205,2022-05-14 00:48:17,165969.8,123.48197399527186,124.18077275421354
206,2022-05-14 16:08:48,166074.8,124.32314814814812,124.31430769616844
207,2022-05-15 01:03:30,166282.7,124.40519323671498,124.21983806198841
210,2022-05-16 05:54:35,166824.8,126.0521284271284,124.11965397089726
211,2022-05-17 01:20:24,167138.1,123.34370816599731,124.19819609144919
212,2022-05-18 00:49:27,167475.0,124.6554330065359,124.13439011414683
213,2022-05-18 17:00:00,167592.0,123.00520833333331,124.38471174203694
214,2022-05-19 01:57:32,167858.6,126.60816993464051,124.3590887986136
215,2022-05-20 00:42:16,168114.4,123.44766865079364,124.40270072775466
217,2022-05-21 01:22:27,168427.1,122.95382882882882,124.31878569570137
218,2022-05-21 16:09:26,168544.9,126.5844017094017,124.3772717083097
219,2022-05-22 00:31:48,168719.6,122.64806079664572,124.38045544714275
221,2022-05-23 00:36:38,169042.5,123.86756651017215,124.4543189024934
222,2022-05-24 00:56:06,169360.5,123.99264705882356,124.50996134609318
225,2022-05-25 00:55:15,169676.2,124.41002415458937,124.6546254814059
226,2022-05-26 00:55:47,169980.9,126.07142857142856,124.64614264941606
227,2022-05-26 19:43:55,170163.8,123.89787581699348,124.75198173608105
230,2022-05-28 01:36:18,170640.3,123.98967717717716,124.7213220075659
232,2022-05-29 01:34:35,170971.4,124.5347222222222,124.71279421960725
233,2022-05-30 00:41:54,171280.3,126.5819783197832,124.84373857406428
234,2022-05-30 15:51:32,171401.5,123.53321256038647,124.85928083406306
235,2022-05-31 00:50:14,171611.1,127.05369241192412,124.78639860893841
237,2022-06-01 01:19:53,171957.6,125.94766260162602,124.98797935858336
238,2022-06-02 00:45:23,172239.9,125.71022727272728,125.18898097016191
239,2022-06-02 19:01:13,172360.5,123.43865740740743,125.27698183515454
240,2022-06-03 01:02:27,172518.6,123.48109567901234,125.23915103818912
241,2022-06-03 16:14:00,172632.3,126.28703703703702,125.23915103818912
244,2022-06-05 01:11:36,173176.2,125.16490857946552,125.4015762117247
245,2022-06-05 16:26:17,173282.2,122.34821428571428,125.33911140334406
246,2022-06-06 18:22:10,173644.4,126.87666666666668,125.38826056541934
247,2022-06-07 02:44:32,173887.2,125.13904151404152,125.34885631799935
248,2022-06-07 17:56:10,174008.2,122.48280423280424,125.43531554455235
249,2022-06-08 01:24:32,174194.7,125.16066066066064,125.25743408770748
250,2022-06-08 17:27:44,174302.5,127.65,125.25743408770748
251,2022-06-09 01:00:26,174474.0,125.93917624521072,125.34388918024177
252,2022-06-09 17:35:04,174587.4,127.6798611111111,125.34388918024177
253,2022-06-10 02:47:06,174841.4,127.125,125.32557227561749
254,2022-06-11 01:56:32,175207.3,126.47291666666668,125.33972357797292
255,2022-06-12 01:21:24,175439.8,124.8255649717514,125.2143207324076
256,2022-06-13 01:55:56,175730.8,124.02735042735044,125.28325386105264
257,2022-06-14 00:38:56,175997.0,125.61600378787875,125.42273684279756
258,2022-06-15 02:05:56,176291.7,125.71508487654322,125.3500403516041
259,2022-06-16 01:57:20,176572.1,123.3181818181818,125.34490960272338
260,2022-06-17 01:04:27,176876.2,127.76321954484604,125.32679704525953
264,2022-06-19 00:51:03,177529.8,123.49037037037036,125.03367719499552
265,2022-06-19 17:04:16,177634.6,124.65972222222224,125.10147746222985
266,2022-06-20 00:56:31,177813.3,122.83166666666664,125.02929645147
267,2022-06-20 22:45:37,178093.1,127.76509661835748,125.05349225744546
268,2022-06-21 02:42:57,178196.5,124.06172839506172,125.05349225744546
269,2022-06-22 01:34:33,178462.3,125.27735690235691,125.15049509873045
270,2022-06-23 02:09:29,178814.8,124.40277777777776,125.0315008749555
271,2022-06-23 19:02:20,179001.1,123.116452991453,125.01735327731053
272,2022-06-24 02:12:51,179190.4,127.12161246612466,125.1067833541068
273,2022-06-25 01:04:16,179435.2,126.36321733821735,124.9592035657324
274,2022-06-26 02:17:39,179839.4,126.6638576779026,124.82846479832472
275,2022-06-26 17:24:33,179947.9,122.1476851851852,124.82846479832472
276,2022-06-27 01:38:48,180107.6,126.38968253968254,124.84305270550901
277,2022-06-28 01:05:29,180369.3,125.28528528528528,124.96498140118287
279,2022-06-29 02:30:50,180764.6,125.87040441176468,124.96749956975272
283,2022-06-30 01:44:55,181151.7,125.01519841269842,124.93583312459944
284,2022-06-30 18:48:41,181255.9,124.05500000000002,124.93583312459944
285,2022-07-01 01:25:23,181400.8,124.74854892205636,124.88722201348834
287,2022-07-03 02:52:04,181959.2,122.10827359617682,124.87678148066198
288,2022-07-04 02:30:34,182264.6,125.19535818713452,124.73102134064301
289,2022-07-05 01:39:27,182572.2,123.7821285140562,124.83934713036969
291,2022-07-06 01:48:01,182883.5,126.00206456456456,124.72213838974552
292,2022-07-06 20:05:34,183051.3,126.35236625514402,124.72213838974552
293,2022-07-07 02:10:15,183203.1,124.4852207977208,124.77759867651596
294,2022-07-07 18:00:32,183290.0,124.67569444444446,124.62672781403843
297,2022-07-09 02:44:12,183781.6,123.47916666666669,124.75772714000486
299,2022-07-10 02:00:40,184057.8,125.1322222222222,124.758237041002
301,2022-07-11 02:10:26,184402.4,126.39390896921016,124.77006091058688
302,2022-07-12 02:11:15,184684.6,122.10733882030182,124.86067346534591
303,2022-07-12 20:36:12,184841.4,126.2584175084175,124.84305847998863
304,2022-07-13 01:10:53,184944.7,124.61131535947712,124.84305847998863
305,2022-07-14 02:00:59,185216.6,124.72586336336336,124.93942094437935
307,2022-07-15 20:07:39,185614.7,125.77588383838383,124.82343671535199
308,2022-07-16 01:15:30,185712.9,123.00385802469134,124.77982913162077
309,2022-07-17 01:13:11,185969.5,126.02967171717174,124.78561439201945
311,2022-07-18 02:02:43,186236.0,125.52951388888889,124.63145965468769
313,2022-07-20 00:40:57,186681.7,127.187734082397,124.74506561952688
314,2022-07-20 20:35:51,186804.9,122.56521739130434,124.77245042819004
315,2022-07-21 02:04:52,186921.5,123.92052469135804,124.68236939813339
317,2022-07-23 03:05:26,187477.8,127.05316091954025,124.9552845807373
318,2022-07-24 01:03:52,187699.6,123.49927536231884,124.9552845807373
320,2022-07-25 01:57:58,187942.6,125.2113095238095,124.99473388581161
321,2022-07-26 01:38:13,188196.5,123.6566767068273,125.08026001092107
323,2022-07-27 03:30:26,188492.4,121.85667438271604,125.04761692355369
326,2022-07-29 02:19:41,189013.7,126.0248366013072,124.97485189582542
327,2022-07-30 00:42:27,189196.4,125.26537698412696,124.8365467591647
328,2022-07-31 03:21:05,189481.2,126.85606060606062,125.06421471885524
329,2022-08-01 01:58:55,189742.0,125.5167545710267,125.19643579521139
330,2022-08-02 01:07:41,189953.5,125.51672979797982,125.19643579521139
331,2022-08-03 02:24:20,190260.1,125.43595085470086,125.3734109474605
332,2022-08-04 01:50:11,190562.2,127.3153540903541,125.30682931480744
333,2022-08-05 03:55:11,190813.7,123.3983372456964,125.51444323610109
336,2022-08-06 04:08:15,191227.4,124.29250841750844,125.79581007097687
338,2022-08-09 02:00:07,192162.7,127.04753086419754,125.67521740974168
340,2022-08-10 04:02:39,192632.7,127.83365261813536,125.75284346559887
341,2022-08-11 02:53:30,192895.6,124.27916666666664,125.92978930053278
343,2022-08-12 02:29:42,193206.7,126.5632716049383,125.78206483005877
344,2022-08-15 02:26:43,194231.9,124.59417344173444,126.23714908261324
345,2022-08-16 01:31:16,194468.8,126.30917874396135,126.1832009776892
346,2022-08-17 01:50:55,194748.6,125.03997747747748,125.94232359085942
347,2022-08-18 01:25:50,195001.3,126.92501956181532,126.07436201449032
348,2022-08-19 01:00:23,195282.8,127.55930087390762,125.97662364762115
349,2022-08-19 16:07:22,195432.3,125.5694444444444,126.07647405826553
350,2022-08-20 01:01:27,195608.6,125.75528083028084,126.07647405826553
351,2022-08-20 20:19:37,195719.4,125.125,126.04604921159849
352,2022-08-21 02:49:58,195891.0,125.6243326118326,126.04604921159849
353,2022-08-22 01:21:55,196152.9,127.17272727272726,126.21988284628218
355,2022-08-24 01:51:37,196606.6,126.59598108747043,126.14761347098367
356,2022-08-24 20:16:53,196684.5,127.80034722222224,126.14761347098367
357,2022-08-25 02:14:04,196830.4,125.32003129890457,126.2389922962336
358,2022-08-26 01:42:01,197101.9,124.62677648578811,126.23460564325063
359,2022-08-26 17:03:15,197150.5,124.26816239316238,126.23460564325063
360,2022-08-27 02:32:56,197383.9,128.45105363984675,126.31424752096882
362,2022-09-01 01:24:47,198615.6,129.001221001221,126.22917928255852
363,2022-09-02 01:20:01,198913.2,124.9190340909091,126.12434061698423
364,2022-09-11 02:28:06,200991.2,124.13645833333337,125.5604305235109
367,2022-09-13 01:53:52,201568.6,125.35537037037037,125.0005517144892
369,2022-09-15 01:34:27,202029.1,124.92521367521368,125.0005517144892
370,2022-09-16 02:19:09,202306.4,125.90186202686203,125.0005517144892
371,2022-09-17 01:57:34,202532.7,124.68385416666666,125.0005517144892
