cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,group,use_state,累计里程,cellCapacity
3.502,3.512,3.499,3.507,3.506,3.501,3.51,3.499,3.495,3.494,3.494,3.5,3.497,3.501,3.499,3.497,3.495,3.504,3.496,3.508,3.497,3.502,3.51,3.502,3.495,3.508,3.499,3.507,3.505,3.504,3.505,3.498,3.501,3.504,3.498,3.507,3.501,3.5,3.492,3.499,3.492,3.507,3.494,3.502,3.495,3.495,3.506,3.5,3.498,3.508,3.495,3.506,3.5,3.493,3.505,3.502,3.493,3.506,3.506,3.5,3.502,3.501,3.498,3.502,3.505,3.5,3.503,3.508,3.511,3.5,3.504,3.504,3.491,3.509,3.5,3.508,3.507,3.507,3.509,3.497,3.499,3.508,3.498,3.504,3.506,3.499,3.506,3.499,3.497,3.5,3.496,3.508,3.508,3.502,3.508,3.505,0,1,69846.2,148.65277777777777
0.01599999999999957,0.016000000000000014,0.014000000000000234,0.015000000000000124,0.01599999999999957,0.01499999999999968,0.01499999999999968,0.015000000000000124,0.014000000000000234,0.013000000000000345,0.014000000000000234,0.01399999999999979,0.01399999999999979,0.01499999999999968,0.014000000000000234,0.01399999999999979,0.0129999999999999,0.016000000000000014,0.015000000000000124,0.016000000000000014,0.01399999999999979,0.01599999999999957,0.01399999999999979,0.01599999999999957,0.0129999999999999,0.015000000000000124,0.015000000000000124,0.016000000000000014,0.016000000000000014,0.016000000000000014,0.016000000000000014,0.015000000000000124,0.016000000000000014,0.015000000000000124,0.015000000000000124,0.016000000000000014,0.01499999999999968,0.016000000000000014,0.01200000000000001,0.015000000000000124,0.0129999999999999,0.016999999999999904,0.013000000000000345,0.01599999999999957,0.0129999999999999,0.0129999999999999,0.01499999999999968,0.01399999999999979,0.014000000000000234,0.015000000000000124,0.0129999999999999,0.01599999999999957,0.01399999999999979,0.010999999999999677,0.016000000000000014,0.01599999999999957,0.01399999999999979,0.01499999999999968,0.01499999999999968,0.015000000000000124,0.01599999999999957,0.016000000000000014,0.015000000000000124,0.01599999999999957,0.016999999999999904,0.015000000000000124,0.015000000000000124,0.016000000000000014,0.016000000000000014,0.01399999999999979,0.015000000000000124,0.015000000000000124,0.01200000000000001,0.01499999999999968,0.01399999999999979,0.015000000000000124,0.014000000000000234,0.014000000000000234,0.01499999999999968,0.01499999999999968,0.014000000000000234,0.015000000000000124,0.015000000000000124,0.016999999999999904,0.01599999999999957,0.016000000000000014,0.01599999999999957,0.016000000000000014,0.01399999999999979,0.01399999999999979,0.01399999999999979,0.016000000000000014,0.015000000000000124,0.01499999999999968,0.016000000000000014,0.016000000000000014,0,1,69846.2,148.65277777777777
-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,1,1,69846.2,155.09424603174605
-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,-6.123727486296005,1,1,69846.2,155.09424603174605
0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,0.20950709809186965,1,1,69846.2,155.09424603174605
21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,21.71319444444442,1,1,69846.2,155.09424603174605
212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,212.66666666666666,1,1,69846.2,155.09424603174605
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,69846.2,155.09424603174605
19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,1,1,69846.2,155.09424603174605
-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,1,1,69846.2,155.09424603174605
