Pred,group,累计里程_Pred,数据采集时间,累计里程,安时容量,平均容量,平均容量_pred,decline,decline_avg,,,,2��,,,6��,,
133.010849,33,40255.39844,2022/1/13 14:27,40255.4,136.3281025,136.6089275,134.7569007,-1.309127808,-0.004000604,0.052328363,,,0.017947845,,,0.08040705,,
136.1338501,34,40481,2022/1/14 0:29,40481,140.5259081,137.0501454,135.071604,3.123001099,0.314703309,-0.007393751,,,0.045828186,,,0.081485406,,
133.6402893,35,40591.5,2022/1/14 12:00,40591.5,133.9913522,136.8817448,135.00327,-2.493560791,-0.068333944,0.2927472,,,0.25822312,,,0.08621089,,
134.013916,36,40781.10156,2022/1/15 2:00,40781.1,132.4959016,136.8953321,135.0412492,0.373626709,0.037979126,-0.11110231,,,0.01288639,,,0.08996104,,
134.4996796,37,40908.10156,2022/1/15 10:19,40908.1,130.9311728,136.8953321,135.2697885,0.48576355,0.228539361,0.06857185,,,0.07382773,,,0.09624764,,
133.9520721,38,41119.89844,2022/1/15 23:01,41119.9,137.6375805,136.8476098,135.2188436,-0.547607422,-0.050944915,0.112497866,,,0.22878122,,,0.112605095,,
133.2424011,39,41202.69922,2022/1/16 3:55,41202.7,130.5175439,136.871375,135.324595,-0.709671021,0.105751373,-0.028537547,,,-0.021250132,,,0.018322214,,
135.9679108,40,41272.89844,,,,,135.3684383,2.725509644,0.043843309,0.1036454,,,0.09609593,,,0.09811559,,
137.5741577,41,41428.89844,2022/1/17 14:53,41428.9,136.0686111,136.9059656,135.3743977,1.606246948,0.005959405,-0.0176298,,,0.06683298,,,0.013584867,,
134.8005829,42,41665.19922,2022/1/18 1:32,41665.2,143.3641714,136.7786343,135.4624888,-2.773574829,0.088091109,-0.007472011,,,0.001142602,,,0.001980454,,
132.5232391,43,41712.30078,2022/1/18 4:34,41712.3,130.7574074,136.9084698,135.446355,-2.27734375,-0.016133764,0.13818243,,,0.067323975,,,-0.00453488,,
134.870697,44,41802,2022/1/18 11:00,41802,129.9395062,136.9084698,135.446355,2.347457886,0,0.009069592,,,-0.016801612,,,-0.019806495,,
140.8301697,45,42053.19922,,,,,135.4575183,5.959472656,0.011163213,0.15182759,,,-0.001439239,,,-0.011586488,,
133.2917023,46,42053.19922,2022/1/19 2:18,42053.2,138.0665709,136.7379239,135.4575183,-7.538467407,0,-0.001916303,,,0.011910643,,,-0.002833898,,
139.3201294,47,42209.39844,2022/1/19 18:16,42209.4,137.0516667,136.5808184,135.4804662,6.028427124,0.022947947,0.033941865,,,0.029319488,,,-0.000398518,,
138.1473846,48,42241.39844,2022/1/20 8:34,42241.4,142.1358025,136.5808184,135.4804662,-1.172744751,0,-0.030123336,,,0.06805712,,,0.006535769,,
135.9020081,49,42350.5,2022/1/20 15:16,42350.5,140.6674174,136.6340591,135.4439021,-2.245376587,-0.036564114,0.16204539,,,0.015776385,,,0.007562742,,
140.1065674,50,42546.19922,2022/1/20 23:35,42546.2,133.6692361,136.6733902,135.5625191,4.204559326,0.11861698,0.11904836,,,0.003148779,,,0.00461942,,
133.3507385,51,42579.89844,2022/1/21 1:44,42579.9,136.375,136.5035634,135.4779931,-6.755828857,-0.084525959,0.09400843,,,0.07604409,,,0.0001041,,
135.5168304,52,42686.5,2022/1/21 9:51,42686.5,131.7261905,136.5035634,135.4779931,2.166091919,0,-0.17688712,,,-0.009126436,,,-0.000718276,,
136.258606,53,42820.5,2022/1/21 14:13,42820.5,142.6567842,136.3650791,135.5385429,0.741775513,0.060549762,0.009221613,,,0.08808559,,,-0.001032115,,
136.3802032,54,42927.5,2022/1/21 20:46,42927.5,138.6111111,136.2851766,135.6072456,0.12159729,0.068702719,0.009580255,,,-0.016986702,,,-0.001774622,,
133.7385254,55,43043.39844,2022/1/22 0:37,43043.4,137.2437948,136.203088,135.4945635,-2.641677856,-0.112682142,-0.072611846,,,0.006727539,,,-0.002451823,,
138.3052673,56,43206.5,2022/1/22 14:14,43206.5,139.4841954,136.0653296,135.4071844,4.566741943,-0.087379054,-0.07023335,,,-0.11673299,,,-0.003460998,,
135.6719818,57,43287.39844,,,,,135.4440697,-2.633285522,0.036885312,-0.014210681,,,-0.016888766,,,-0.004853154,,
134.7336731,58,43438.19922,2022/1/22 23:57,43438.2,135.4159411,136.1231513,135.4749688,-0.938308716,0.030899048,0.08331142,,,-0.014483999,,,-0.007177707,,
135.5739288,59,43532.5,,,,,135.3855567,0.840255737,-0.089412025,0.04755719,,,0.016969815,,,-0.010355352,,
136.9029541,60,43713,2022/1/23 16:58,43713,137.1045322,136.419071,135.5764068,1.329025269,0.190850046,-0.086360745,,,-0.07900939,,,-0.013351396,,
133.8760376,61,43892.60156,2022/1/24 0:06,43892.6,135.2848148,136.4542188,135.5341817,-3.026916504,-0.042225085,0.15622559,,,0.18396664,,,-0.017114598,,
136.1779022,62,44018,2022/1/24 9:33,44018,137.2609127,136.5680249,135.4639832,2.301864624,-0.070198461,-0.035933666,,,-0.053382043,,,-0.0208943,,
134.8655396,63,44176.10156,2022/1/24 15:16,44176.1,140.8035354,136.241116,135.4159317,-1.312362671,-0.048051533,-0.031654753,,,-0.034504455,,,-0.021722235,,
134.7381592,64,44348.5,2022/1/24 23:34,44348.5,136.3804924,136.6356501,135.5470622,-0.127380371,0.131130528,-0.045859233,,,-0.0195219,,,-0.022842685,,
135.0563202,65,44581.80078,2022/1/25 14:19,44581.8,136.3683665,136.7608728,135.4920984,0.318161011,-0.054963808,0.061188012,,,0.09463212,,,-0.020726882,,
134.127594,66,44763.80078,2022/1/25 22:18,44763.8,138.2312802,136.4781374,135.2005698,-0.928726196,-0.29152865,-0.023669438,,,-0.014592591,,,-0.01776867,,
136.7606049,67,44861.19922,2022/1/26 1:01,44861.2,139.7801932,136.3472224,135.1810854,2.633010864,-0.019484397,-0.25338972,,,-0.27048683,,,-0.015195234,,
136.3882141,68,44956.30078,,,,,135.1828811,-0.372390747,0.001795749,-0.019638859,,,-0.012087253,,,-0.013645648,,
132.4350586,69,45064.60156,2022/1/26 8:48,45064.6,131.2389323,136.5262276,135.0461121,-3.953155518,-0.136769063,-0.01835464,,,0.03371369,,,-0.014948319,,
135.2511902,70,45192.89844,2022/1/26 15:15,45192.9,131.8966049,136.7203303,135.1672533,2.816131592,0.12114127,-0.1400825,,,-0.11916929,,,-0.016900226,,
138.1492462,71,45407.19922,2022/1/26 23:32,45407.2,133.7282986,136.8128319,135.131262,2.89805603,-0.035991293,0.025452554,,,0.09393078,,,-0.018215844,,
131.8519287,72,45497.39844,2022/1/27 2:18,45497.4,137.8169831,136.7548229,135.095578,-6.297317505,-0.035684035,-0.004463175,,,-0.04710659,,,-0.020147324,,
130.3198853,73,45629.69922,2022/1/27 9:55,45629.7,129.4453259,136.9097231,135.2419891,-1.532043457,0.146411133,-0.004251508,,,-0.0335325,,,-0.024193114,,
135.4155579,74,45785.60156,2022/1/27 18:44,45785.6,129.212037,136.7647644,135.0854318,5.095672607,-0.156557295,-0.000538074,,,0.12319892,,,-0.025527952,,
135.6738434,75,45883.39844,,,,,135.0686733,0.258285522,-0.016758571,-0.08344448,,,-0.12876227,,,-0.02529319,,
131.9878998,76,45990,2022/1/28 1:45,45990,134.7652979,136.752173,135.0339687,-3.685943604,-0.03470459,-0.012934806,,,-0.00935792,,,-0.024640666,,
139.0612183,77,46154.10156,2022/1/28 10:37,46154.1,142.8592593,136.5152799,134.9354898,7.073318481,-0.098478917,-0.028285213,,,-0.020856546,,,-0.024080753,,
134.3633575,78,46241.60156,2022/1/28 15:02,46241.6,137.5789474,136.420935,134.8249316,-4.697860718,-0.11055821,-0.1533345,,,-0.10814882,,,-0.022993429,,
134.9066162,79,46404.5,2022/1/28 23:40,46404.5,139.8242123,136.6523213,134.9335318,0.543258667,0.108600289,-0.09550691,,,-0.056640744,,,-0.022144994,,
132.9746246,80,46593.39844,2022/1/29 13:16,46593.4,132.5761785,136.6162973,134.9515631,-1.931991577,0.01803125,0.06785628,,,0.11186815,,,-0.0218004,,
136.829834,81,46773.69922,2022/1/29 23:01,46773.7,137.0808877,136.5176078,134.9614449,3.855209351,0.009881761,-0.012824816,,,0.012968618,,,-0.022252306,,
133.4354401,82,46880.5,2022/1/30 2:48,46880.5,137.8846451,136.3646512,134.9304725,-3.394393921,-0.030972375,0.030736387,,,-0.011380946,,,-0.023432588,,
138.652771,83,47038.19922,2022/1/30 8:31,47038.2,140.9499269,136.3640118,134.9316975,5.217330933,0.001225056,-0.049865436,,,-0.030351529,,,-0.017782368,,
131.3735504,84,47094.69922,2022/1/30 10:39,47094.7,129.2265212,136.2452436,134.9049777,-7.279220581,-0.026719789,0.027539462,,,-0.003077112,,,-0.014185989,,
135.3074036,85,47246.10156,2022/1/30 15:40,47246.1,140.630679,136.0824305,134.8119427,3.933853149,-0.093035094,-0.11646731,,,-0.0405505,,,-0.009331517,,
135.2475281,86,47405.5,2022/1/31 10:41,47405.5,139.3974014,135.7109274,134.6881697,-0.059875488,-0.123772916,-0.09035144,,,-0.04516227,,,-0.006458085,,
138.0614014,87,47581.19922,2022/2/1 14:21,47581.2,137.5921474,135.6993425,134.6299108,2.813873291,-0.05825895,0.008084387,,,-0.12985338,,,-0.004194982,,
134.5908966,88,47766.5,2022/2/1 22:14,47766.5,141.4819652,135.8145769,134.6121599,-3.470504761,-0.01775084,0.12859337,,,-0.060011387,,,-0.002917263,,
135.5392761,89,47898.10156,2022/2/2 12:00,47898.1,140.8552009,135.8145769,134.6121599,0.948379517,0,0.055344418,,,-0.008084329,,,-0.003019274,,
138.862915,90,48095.19922,2022/2/2 20:51,48095.2,142.0456989,135.8172825,134.5886189,3.323638916,-0.023541062,0.07480094,,,-0.000537417,,,-0.003836889,,
132.9191589,91,48141.10156,2022/2/2 23:15,48141.1,134.9904762,136.029681,134.7220168,-5.943756104,0.133397926,0.13401924,,,-0.024473857,,,-0.005462987,,
134.9920349,92,48200.39844,,,,,134.7220168,2.072875977,0,-0.14498585,,,0.13792053,,,-0.008234954,,
133.5190125,93,48400.19922,2022/2/4 14:36,48400.2,135.0256076,136.2647722,134.6671712,-1.473022461,-0.054845587,0.032033324,,,-0.005792422,,,-0.012073807,,
132.1271667,94,48575.80078,2022/2/4 23:56,48575.8,129.171595,136.3183249,134.7595599,-1.391845703,0.09238867,-0.007585496,,,-0.09160238,,,-0.018028788,,
133.0334167,95,48671,2022/2/5 6:09,48671,134.0854938,136.076068,134.6059292,0.90625,-0.153630656,0.084878325,,,0.0864292,,,-0.026984459,,
137.6770477,96,48826.39844,2022/2/5 15:23,48826.4,142.6891762,136.018265,134.6149134,4.643630981,0.008984137,-0.17173257,,,-0.16469167,,,-0.03562329,,
140.1128082,97,48989.19922,2022/2/5 20:43,48989.2,139.8509615,135.8660271,134.603694,2.435760498,-0.01121934,0.04685098,,,0.016802978,,,-0.033546124,,
131.6477509,98,49038.80078,2022/2/5 23:21,49038.8,132.8734809,135.8660271,134.603694,-8.465057373,0,0.003493697,,,-0.021589166,,,-0.028752614,,
135.221283,99,49198.30078,2022/2/6 8:05,49198.3,137.5467836,136.0031041,134.6688568,3.573532104,0.065162776,-0.015478429,,,-0.023749605,,,-0.028422005,,
133.6231537,100,49353.30078,2022/2/6 15:18,49353.3,131.3329248,136.0803508,134.6281543,-1.598129272,-0.040702515,-0.04877185,,,0.05605818,,,-0.028060414,,
134.9757996,101,49517.89844,2022/2/6 23:08,49517.9,136.3429119,136.1518046,134.5278821,1.352645874,-0.100272217,0.02608651,,,-0.03633689,,,-0.027518323,,
134.067688,102,49558.80078,2022/2/7 9:49,49558.8,132.3302469,136.1058402,134.4074139,-0.908111572,-0.12046814,-0.10130838,,,-0.023756372,,,-0.027765172,,
131.3696442,103,49668.10156,2022/2/7 15:19,49668.1,130.5467836,136.1602588,134.5711877,-2.698043823,0.163773804,-0.13397582,,,-0.10846406,,,-0.028055076,,
131.4966583,104,49798.10156,2022/2/8 7:00,49798.1,129.2979391,136.0572379,134.5760885,0.12701416,0.004900794,0.09445791,,,0.05679579,,,-0.029220985,,
132.0377808,105,49939.19922,2022/2/8 13:02,49939.2,130.8450436,136.0252571,134.6946305,0.541122437,0.118542011,-0.07580274,,,0.016422335,,,-0.033536382,,
135.8122711,106,51783,2022/2/12 12:00,51783,138.9348073,135.6648474,133.6464542,3.774490356,-1.048176387,0.21578614,,,0.11396653,,,-0.036603224,,
130.9286346,107,51882.19922,2022/2/12 17:02,51882.2,139.599537,135.8319666,133.7611642,-4.883636475,0.114710083,-0.9438851,,,-1.045897,,,-0.05278578,,
135.6410675,108,52038.30078,2022/2/12 21:21,52038.3,139.8467813,135.9174197,133.7151846,4.712432861,-0.045979614,0.11295076,,,0.11589338,,,-0.040357962,,
135.4678955,109,52076.60156,2022/2/13 14:36,52076.6,130.532567,136.080473,133.700497,-0.173171997,-0.01468764,-0.077771425,,,-0.08787993,,,-0.03524499,,
135.3879395,110,52182,,,,,133.8139124,-0.079956055,0.1134154,-0.011802804,,,-0.013452344,,,-0.032081056,,
134.6180725,111,52239.5,2022/2/14 11:28,52239.5,138.158179,136.482814,133.8139124,-0.769866943,0,0.18092325,,,0.088834375,,,-0.016006744,,
138.3296204,112,52424.69922,2022/2/14 19:26,52424.7,138.6298611,136.9804407,134.0430295,3.711547852,0.229117076,0.096906275,,,0.006638646,,,-0.007861607,,
133.1705017,113,52526.60156,2022/2/14 23:52,52526.6,139.5034549,137.4600352,134.107236,-5.159118652,0.064206556,0.22144252,,,0.22218361,,,-0.004471761,,
136.0148315,114,52682.30078,2022/2/15 9:53,52682.3,141.5067829,137.4600352,134.107236,2.844329834,0,0.18141039,,,0.07574592,,,-0.003157548,,
132.3188782,115,52839.19922,2022/2/15 23:07,52839.2,136.0010288,137.2021384,134.0614248,-3.695953369,-0.045811202,-0.01620669,,,-0.004153428,,,-0.002978481,,
127.1238937,117,52997.30078,,,,,134.1775717,-5.194984436,0.116146885,-0.1461588,,,-0.04414664,,,-0.003749879,,
135.1230469,116,52997.30078,2022/2/16 12:08,52997.3,137.4078535,137.1994037,134.1775717,7.999153137,0,0.076035276,,,0.1345233,,,-0.005319725,,
136.4493256,118,53150.89844,2022/2/16 18:51,53150.9,137.1362434,137.2609253,134.2095208,1.326278687,0.031949095,0.02728653,,,-0.04258601,,,-0.007842113,,
131.7229919,119,53344.10156,2022/2/17 2:13,53344.1,142.4567183,137.2525249,134.2376228,-4.726333618,0.028102033,0.047035217,,,0.045361176,,,-0.010346331,,
135.3542175,120,53445.89844,2022/2/17 10:00,53445.9,131.2103175,137.3896987,134.3186692,3.631225586,0.081046394,0.053900898,,,0.021562241,,,-0.01407416,,
133.3721161,121,53534.80078,2022/2/17 15:50,53534.8,129.9248737,137.3896987,134.3186692,-1.98210144,0,0.08305195,,,-0.003925868,,,-0.018558538,,
131.0691376,122,53773.10156,2022/2/18 1:26,53773.1,138.3409646,137.0985685,134.2657986,-2.302978516,-0.0528706,-0.069707364,,,0.020505335,,,-0.020372713,,
133.9519653,123,53929.30078,2022/2/18 12:46,53929.3,132.3782318,137.0985685,134.2657986,2.882827759,0,-0.1014813,,,-0.026498426,,,-0.034597766,,
131.7342224,124,54199.89844,2022/2/18 23:48,54199.9,138.0274383,137.1695116,134.2408388,-2.21774292,-0.024959785,0.015689611,,,-0.028527105,,,-0.029513722,,
136.4909058,125,54359.89844,2022/2/19 13:30,54359.9,135.1766667,137.1125665,134.1383534,4.75668335,-0.102485439,-0.003421299,,,-0.015489271,,,-0.048445076,,
133.8263092,126,54491.60156,2022/2/19 18:20,54491.6,138.3083333,137.007304,134.2205351,-2.664596558,0.082181658,-0.10546309,,,-0.0560615,,,-0.052962728,,
134.0916138,127,54626.69922,2022/2/20 0:55,54626.7,139.3982843,137.0285445,134.0291836,0.265304565,-0.191351504,0.1026361,,,0.08968552,,,-0.042439416,,
136.9954681,128,54788.39844,2022/2/20 13:22,54788.4,140.2457265,136.9863892,133.9918049,2.90385437,-0.037378682,-0.041215315,,,-0.06170185,,,-0.046354096,,
129.3520508,130,54956,,,,,133.6439645,-7.643417358,-0.347840379,0.20918766,,,-0.04648375,,,-0.027522096,,
138.3339233,129,54956,2022/2/21 11:56,54956,141.3961227,136.8074737,133.6439645,8.981872559,0,-0.08672369,,,-0.15210216,,,-0.019328592,,
137.0141907,131,55236,2022/2/21 22:14,55236,137.8881381,136.3206853,133.5820426,-1.319732666,-0.06192191,-0.09594071,,,-0.019876253,,,-0.014606087,,
129.9633789,132,55236,2022/2/22 1:09,55236,130.8424096,136.3206853,133.5820426,-7.050811768,0,0.1376357,,,-0.07406664,,,-0.011287501,,
137.3135376,133,55369.19922,2022/2/22 14:31,55369.2,137.1337719,136.3313405,133.6191945,7.350158691,0.037151894,-0.03016251,,,-0.011023186,,,-0.011853723,,
135.1040955,134,55548.19922,2022/2/22 23:00,55548.2,138.7989635,136.2942193,133.8245713,-2.209442139,0.205376841,-0.020190502,,,0.006844223,,,-0.01135945,,
135.0525818,135,55724.60156,2022/2/23 23:20,55724.6,137.0341162,136.4547375,133.8802377,-0.051513672,0.055666374,0.20144275,,,0.17143583,,,-0.013720713,,
136.750061,136,55853.19922,2022/2/24 14:10,55853.2,141.0933908,136.3032335,133.8712479,1.697479248,-0.008989786,0.04960099,,,0.009172369,,,-0.015430561,,
134.010498,137,56099.60156,2022/2/25 1:08,56099.6,135.5102339,136.4815016,133.8143923,-2.739562988,-0.056855588,0.019271046,,,-0.012055232,,,-0.016135165,,
132.8821106,138,56238.19922,2022/2/25 17:04,56238.2,130.5352564,136.4236471,133.7596613,-1.128387451,-0.054731039,0.005018234,,,-0.07377601,,,-0.020212237,,
133.7192993,139,56461.10156,2022/2/26 1:15,56461.1,136.1877628,136.1516658,133.6751653,0.837188721,-0.084495993,0.121304944,,,-0.035438143,,,-0.019792136,,
133.9387054,140,56627.60156,2022/2/26 12:13,56627.6,140.2795525,136.1516658,133.6315305,0.219406128,-0.043634745,-0.11798278,,,-0.06292559,,,-0.022965716,,
132.2252808,141,56719.69922,,,,,133.6789514,-1.713424683,0.047420829,-0.080478676,,,-0.03193687,,,-0.022598155,,
133.8049927,142,56970.89844,2022/2/27 1:04,56970.9,136.3363997,135.992743,133.5726979,1.579711914,-0.106253488,0.030921787,,,0.049496017,,,-0.021314776,,
130.3824768,143,57078.80078,2022/2/27 13:29,57078.8,134.0092593,135.9100433,133.5652387,-3.422515869,-0.007459156,-0.05728119,,,-0.030691382,,,-0.019514468,,
134.7433319,144,57286.10156,2022/2/27 23:39,57286.1,136.8935185,135.6789025,133.5252496,4.360855103,-0.039989138,0.05757442,,,-0.06790188,,,-0.014685609,,
133.1511078,145,57308.19922,2022/2/28 0:56,57308.2,135.7405838,135.5158017,133.4231843,-1.592224121,-0.102065251,-0.057003584,,,-0.053372387,,,-0.013303787,,
133.8322144,146,57455.39844,2022/2/28 14:15,57455.4,134.3292857,135.6592594,133.5278433,0.681106567,0.104658925,-0.11781035,,,-0.007335512,,,-0.012408078,,
127.1554947,147,57455.39844,,,,,133.5278433,-6.676719666,0,0.10343899,,,0.0951437,,,-0.011549567,,
135.6681061,148,57709.60156,2022/3/1 0:11,57709.6,135.9972826,135.4543714,133.5820675,8.512611389,0.054224226,0.024377346,,,0.021118596,,,-0.011360535,,
131.3499603,149,57735.89844,2022/3/1 1:56,57735.9,129.9225146,135.4543714,133.5820675,-4.318145752,0,0.026451439,,,0.01900392,,,-0.011732074,,
135.4051819,150,57915.89844,,,,,133.5002251,4.055221558,-0.081842422,-0.057830337,,,0.032421205,,,-0.012114754,,
138.2863159,151,58085.19922,2022/3/7 16:49,58085.2,141.7912698,135.4768351,133.4516229,2.881134033,-0.048602133,-0.10250204,,,-0.05612551,,,-0.012250962,,
133.7465515,152,58225,2022/3/7 22:05,58225,138.0631027,135.5755538,133.4039341,-4.539764404,-0.047688802,-0.016395329,,,-0.051577453,,,-0.012691953,,
131.5510254,153,58256.19922,,,,,133.4039341,-2.195526123,0,-0.0256439,,,-0.04776339,,,-0.015053711,,
132.9788513,154,58401.10156,2022/3/8 15:13,58401.1,129.8234649,135.3910703,133.2565324,1.427825928,-0.147401752,-0.03329742,,,0.016797233,,,-0.01690639,,
131.953537,155,58612.89844,2022/3/9 1:07,58612.9,134.8037212,135.3140407,133.1739531,-1.025314331,-0.082579268,-0.11012529,,,-0.13977174,,,-0.019537713,,
133.260498,156,58754.5,2022/3/9 13:05,58754.5,131.1735043,135.4786738,133.2025387,1.30696106,0.028585546,-0.06778499,,,-0.10232107,,,-0.021823969,,
128.8877411,157,58933.5,2022/3/9 23:43,58933.5,131.6582341,135.4786738,133.2025387,-4.372756958,0,0.048470587,,,0.032591935,,,-0.02164524,,
132.1479492,158,59026.89844,,,,,133.29689,3.26020813,0.094351376,-0.011429118,,,0.013773628,,,-0.021223698,,
133.3939514,159,59212,2022/3/11 1:35,59212,134.6245098,134.953136,133.3068165,1.246002197,0.009926503,0.09380928,,,0.10219627,,,-0.019371564,,
132.7720337,160,59383.19922,2022/3/11 15:09,59383.2,133.9708333,135.1807943,133.3775781,-0.621917725,0.070761544,0.034047663,,,0.0094245,,,-0.015774498,,
132.7071686,161,59614.89844,2022/3/12 0:06,59614.9,132.0512821,135.0661464,133.4182746,-0.064865112,0.040696498,0.05033371,,,0.053177968,,,-0.010953213,,
133.5500641,162,59642.89844,2022/3/12 1:07,59642.9,136.5539617,135.0661464,133.4182746,0.842895508,0,-0.001663609,,,0.05214885,,,-0.008653368,,
136.5516052,163,59842.60156,,,,,133.2664775,3.001541138,-0.151797107,0.071208894,,,-0.014923519,,,-0.006785127,,
134.0624847,164,59932.10156,2022/3/12 16:16,59932.1,139.6760753,134.9981229,133.2664775,-2.489120483,0,-0.07550689,,,-0.21930899,,,-0.004813416,,
138.029541,165,60089.80078,,,,,133.479943,3.967056274,0.213465543,-0.01982747,,,-0.019815816,,,-0.003374181,,
131.6085052,166,60089.80078,,,,,133.479943,-6.421035767,0,0.2264555,,,0.17899454,,,-0.0031345,,
134.3443298,167,60313.19922,2022/3/13 12:22,60313.2,138.8617622,135.0962827,133.4809527,2.735824585,0.001009724,-0.002883788,,,-0.033887263,,,-0.003192233,,
133.4788513,168,60616.60156,2022/3/14 0:26,60616.6,139.5020833,134.797721,133.1597981,-0.865478516,-0.321154594,-0.016005026,,,-0.049884655,,,-0.004283091,,
131.8858032,169,60833.5,2022/3/14 17:15,60833.5,136.4813034,134.6671057,133.2582564,-1.593048096,0.09845829,-0.3082235,,,-0.304626,,,-0.006025548,,
133.7657013,170,60938.30078,2022/3/14 21:51,60938.3,139.1192412,134.8689241,133.2672695,1.879898071,0.009013068,0.15882005,,,0.08422366,,,-0.008534468,,
